0.960824	0.361942
1.268495	-0.028810
0.667581	0.317774
2.916328	0.326261
2.803393	-0.144790
2.666016	-0.233540
1.720323	0.109379
0.181133	-0.101418
2.180777	0.037859
2.999547	0.358351
0.248060	-0.216379
2.376843	0.082705
1.193124	-0.172458
0.117997	0.008303
2.836146	0.031301
1.281738	0.189184
2.216646	0.358504
1.062386	-0.376444
2.380212	-0.260152
1.197375	0.246855
2.859429	-0.255447
0.562100	-0.148221
2.486384	-0.042208
2.568399	0.100102
2.350416	-0.280432
1.440035	0.044124
2.462017	0.022555
2.429475	-0.100171
2.396516	-0.065616
1.753669	-0.090490
0.380254	-0.128803
0.932241	0.181092
2.817082	-0.022574
1.673928	0.212095
2.768407	-0.348719
2.061001	-0.231943
0.168114	0.344813
2.072820	0.288024
0.980601	0.030590
1.557313	0.258652
2.760522	-0.077355
1.916350	-0.044416
0.246399	-0.242379
0.626575	-0.397353
0.952142	-0.200996
0.135345	-0.382857
0.085122	-0.267310
0.314975	0.161096
2.039983	-0.342694
0.167947	-0.098933
0.656575	-0.397484
0.855912	-0.007785
2.541482	-0.249331
1.550703	-0.201774
1.429614	0.279258
0.424068	0.090147
1.248554	0.039405
3.120559	-0.058095
0.479639	-0.165476
2.689951	-0.205225
3.108750	-0.247650
1.639252	0.074445
3.018563	-0.068513
2.037600	0.201509
1.716451	0.123480
0.677966	-0.187061
0.924627	0.169985
0.898345	-0.262188
1.458752	-0.122633
2.143938	0.171109
1.161533	-0.090515
0.855071	-0.095663
0.217568	-0.249988
0.640982	-0.368833
2.705061	-0.266766
1.973290	-0.220052
3.047421	0.146658
2.627076	-0.167460
2.238197	-0.203055
2.824797	-0.014534
0.234221	-0.303096
1.231059	-0.337070
0.366256	0.264034
1.403930	0.072243
0.065873	-0.053610
2.089855	0.317342
3.018807	-0.252501
0.025875	0.251921
0.148786	0.153619
1.177144	0.028842
2.942876	0.328958
0.343078	0.157649
2.734482	-0.070502
2.934469	0.198449
0.738877	-0.149065
0.904168	0.144148
2.978824	0.096191
2.029444	0.148806
2.757634	-0.107166
1.408831	0.046186
0.673725	0.383666
2.618902	0.105468
1.495946	0.140058
1.343019	-0.219045
2.855298	0.225599
1.017905	0.133771
0.519601	-0.137362
2.550661	0.313600
0.701013	0.056668
2.973593	0.065926
2.920520	-0.356022
1.991141	-0.214271
3.042993	0.367690
2.262532	-0.365815
2.683613	-0.286461
1.690663	0.146850
1.893225	-0.258465
1.034575	0.103841
0.441180	0.114251
2.057293	-0.184271
2.503503	0.180688
2.781908	-0.209510
1.006089	-0.141390
2.944770	-0.220326
0.750012	-0.230749
2.783999	0.382437
0.117775	0.306701
1.383506	-0.127906
1.931970	0.053645
2.849690	-0.080450
1.772740	-0.075628
2.655635	-0.059826
2.053688	0.367399
1.041232	0.190164
3.129348	0.030191
2.005347	-0.149045
2.315878	-0.152466
0.101368	-0.074600
0.749257	0.079253
2.334904	-0.205939
